"ID No.",""
"Title",""
"Test Date","2023/10/04","10:15:15"
"MEAS CHs",1
"Digital Input","OFF"
"Sampling Rate(Hz)",2000
"Data Nos/CH",17800
"MEAS Time(sec)",8.9
"CH Name","AS-5GB"
"CH No.","CH1"
"Range",10000
"Calibration Coefficient",0.04055
"Offset",0
"Unit","m/s2"
0.0000,0.0399127857142857
0.0005,0.0274002142857143
0.0010,0.0374218571428571
0.0015,0.0282691428571429
0.0020,0.0223604285714286
0.0025,0.0150035
0.0030,0.0202170714285714
0.0035,0.0216652857142857
0.0040,0.0359157142857143
0.0045,0.0205646428571429
0.0050,0.0218390714285714
0.0055,0.0152931428571429
0.0060,0.00144821428571429
0.0065,0.0161620714285714
0.0070,0.0294856428571429
0.0075,0.0161041428571429
0.0080,0.0173206428571429
0.0085,0.0340040714285714
0.0090,0.0363791428571429
0.0095,0.0318607142857143
0.0100,0.0334827142857143
0.0105,0.0318607142857143
0.0110,0.0269947142857143
0.0115,0.0404341428571429
0.0120,0.0440257142857143
0.0125,0.0503399285714286
0.0130,0.0481965714285714
0.0135,0.0361474285714286
0.0140,0.0323241428571429
0.0145,0.0315710714285714
0.0150,0.0342357857142857
0.0155,0.0193481428571429
0.0160,0.0302966428571429
0.0165,0.0207384285714286
0.0170,0.0285008571428571
0.0175,0.0199274285714286
0.0180,0.0234031428571429
0.0185,-0.00185371428571429
0.0190,-0.00133235714285714
0.0195,0.00411292857142857
0.0200,0.00156407142857143
0.0205,0.0118174285714286
0.0210,0.0111802142857143
0.0215,0.0204487857142857
0.0220,0.00811
0.0225,0.00475014285714286
0.0230,-0.00921064285714286
0.0235,-0.00550321428571429
0.0240,-0.00579285714285714
0.0245,0.0106009285714286
0.0250,0.00961614285714286
0.0255,0.0119912142857143
0.0260,0.00666178571428571
0.0265,0.0151193571428571
0.0270,0.0315131428571429
0.0275,0.0166834285714286
0.0280,0.0216073571428571
0.0285,0.0287325714285714
0.0290,0.0437360714285714
0.0295,0.0336565
0.0300,0.0198695
0.0305,0.0361474285714286
0.0310,0.0221866428571429
0.0315,0.042983
0.0320,0.0168572142857143
0.0325,0.0184212857142857
0.0330,0.0176102857142857
0.0335,0.0175523571428571
0.0340,0.0174944285714286
0.0345,0.0293118571428571
0.0350,0.0192902142857143
0.0355,0.02433
0.0360,0.00747278571428571
0.0365,0.0227659285714286
0.0370,0.0258940714285714
0.0375,0.0239245
0.0380,0.0212018571428571
0.0385,0.0173785714285714
0.0390,0.0110643571428571
0.0395,0.00434464285714286
0.0400,0.00312814285714286
0.0405,0.0163937857142857
0.0410,0.0304704285714286
0.0415,0.0338302857142857
0.0420,0.026763
0.0425,0.0292539285714286
0.0430,0.0282112142857143
0.0435,0.0337144285714286
0.0440,0.0214335714285714
0.0445,0.0188847142857143
0.0450,0.0244458571428571
0.0455,0.0274581428571429
0.0460,0.0316869285714286
0.0465,0.025952
0.0470,0.0203908571428571
0.0475,0.0280953571428571
0.0480,0.0290222142857143
0.0485,0.0231714285714286
0.0490,0.0409555
0.0495,0.0301807857142857
0.0500,0.0300649285714286
0.0505,0.0294277142857143
0.0510,0.0395652142857143
0.0515,0.0333089285714286
0.0520,0.0333668571428571
0.0525,0.0404341428571429
0.0530,0.0447208571428571
0.0535,0.0591450714285714
0.0540,0.0550321428571429
0.0545,0.0618097857142857
0.0550,0.0629683571428571
0.0555,0.0549742142857143
0.0560,0.0654592857142857
0.0565,0.0658647857142857
0.0570,0.0560169285714286
0.0575,0.042172
0.0580,0.0426354285714286
0.0585,0.043794
