"ID No.",""
"Title",""
"Test Date","2023/10/04","10:11:52"
"MEAS CHs",1
"Digital Input","OFF"
"Sampling Rate(Hz)",2000
"Data Nos/CH",23700
"MEAS Time(sec)",11.85
"CH Name","AS-5GB"
"CH No.","CH1"
"Range",10000
"Calibration Coefficient",0.04055
"Offset",0
"Unit","m/s2"
0.0000,0.00950028571428571
0.0005,0.0289642857142857
0.0010,0.0312235
0.0015,0.0315710714285714
0.0020,0.0284429285714286
0.0025,0.0422878571428571
0.0030,0.0442574285714286
0.0035,0.0645903571428571
0.0040,0.0594347142857143
0.0045,0.0570017142857143
0.0050,0.0553797142857143
0.0055,0.0543949285714286
0.0060,0.0666178571428571
0.0065,0.0690508571428572
0.0070,0.0692825714285714
0.0075,0.0744961428571429
0.0080,0.0899630714285714
0.0085,0.0970882857142857
0.0090,0.0904844285714286
0.0095,0.080289
0.0100,0.0839964285714286
0.0105,0.0850391428571429
0.0110,0.0641848571428571
0.0115,0.0688191428571429
0.0120,0.0505716428571429
0.0125,0.0483124285714286
0.0130,0.0590292142857143
0.0135,0.0427512857142857
0.0140,0.0431567857142857
0.0145,0.0313393571428571
0.0150,0.025141
0.0155,0.0138449285714286
0.0160,-0.0012165
0.0165,0.0044605
0.0170,0.005677
0.0175,-0.00179578571428571
0.0180,0.00376535714285714
0.0185,-5.79285714285714E-05
0.0190,0.0111222857142857
0.0195,0.0068935
0.0200,0.0130339285714286
0.0205,-0.000695142857142857
0.0210,-0.00712521428571429
0.0215,-0.0148876428571429
0.0220,-0.0298332142857143
0.0225,-0.0324979285714286
0.0230,-0.0244458571428571
0.0235,-0.0234610714285714
0.0240,-0.0246775714285714
0.0245,-0.0397969285714286
0.0250,-0.0452422142857143
0.0255,-0.0500502857142857
0.0260,-0.0527729285714286
0.0265,-0.0515564285714286
0.0270,-0.0538735714285714
0.0275,-0.0517881428571429
0.0280,-0.0440257142857143
0.0285,-0.0444312142857143
0.0290,-0.0333668571428571
0.0295,-0.0151193571428571
0.0300,0.000579285714285714
0.0305,0.0212018571428571
0.0310,0.021086
0.0315,0.0268788571428571
0.0320,0.0229397142857143
0.0325,0.0300649285714286
0.0330,0.0213756428571429
0.0335,0.0252568571428571
0.0340,0.0229397142857143
0.0345,0.0327296428571429
0.0350,0.0333668571428571
0.0355,0.036495
0.0360,0.0220128571428571
0.0365,0.0297173571428571
0.0370,0.0341199285714286
0.0375,0.0385804285714286
0.0380,0.0322082857142857
0.0385,0.034062
0.0390,0.0422878571428571
0.0395,0.0392755714285714
0.0400,0.0410134285714286
0.0405,0.0479648571428571
0.0410,0.05677
0.0415,0.0696301428571429
0.0420,0.0724107142857143
0.0425,0.0817951428571429
0.0430,0.0949449285714286
0.0435,0.0886886428571429
0.0440,0.0998109285714286
0.0445,0.0958138571428571
0.0450,0.0922802142857143
0.0455,0.0856763571428572
0.0460,0.0691667142857143
0.0465,0.0596085
0.0470,0.0581602857142857
0.0475,0.0490075714285714
0.0480,0.030007
0.0485,0.0281532857142857
0.0490,0.0198695
0.0495,0.00700935714285714
0.0500,0.00509771428571429
0.0505,0.005677
0.0510,-0.00144821428571429
0.0515,0.00312814285714286
0.0520,0.00868928571428572
0.0525,0.00660385714285714
0.0530,0.00747278571428571
0.0535,0.00967407142857143
0.0540,0.00677764285714286
0.0545,0.00422878571428571
0.0550,0.00480807142857143
0.0555,-0.0106588571428571
0.0560,-0.0274581428571429
0.0565,-0.0286746428571429
0.0570,-0.0327875714285714
0.0575,-0.0525412142857143
0.0580,-0.0384645714285714
0.0585,-0.0492392857142857
0.0590,-0.0419982142857143
0.0595,-0.0439677857142857
0.0600,-0.0367267142857143
0.0605,-0.0242141428571429
0.0610,-0.0251989285714286
0.0615,-0.0228817857142857
0.0620,0.00133235714285714
0.0625,-0.00967407142857143
0.0630,-0.00347571428571429
0.0635,0.0036495
0.0640,0
0.0645,0.00498185714285714
0.0650,0.00556114285714286
0.0655,-0.00167992857142857
0.0660,-0.00764657142857143
0.0665,-0.00341778571428571
0.0670,0.00428671428571429
0.0675,-0.001622
0.0680,-5.79285714285714E-05
0.0685,0.00335985714285714
0.0690,0.00596664285714286
0.0695,0.003244
0.0700,0.0160462142857143
0.0705,0.0302387142857143
0.0710,0.0410134285714286
0.0715,0.0540473571428571
0.0720,0.0476172857142857
0.0725,0.0425775
0.0730,0.0530625714285714
0.0735,0.0696301428571429
0.0740,0.0742644285714286
0.0745,0.0774505
0.0750,0.0822585714285714
0.0755,0.0882252142857143
0.0760,0.0954083571428571
0.0765,0.0841122857142857
0.0770,0.0881672857142857
0.0775,0.0810420714285714
0.0780,0.0764657142857143
0.0785,0.0652275714285714
0.0790,0.0605353571428571
0.0795,0.0605932857142857
0.0800,0.0483703571428571
0.0805,0.0546845714285714
0.0810,0.0294856428571429
0.0815,0.0275160714285714
0.0820,0.0441995
0.0825,0.0413030714285714
0.0830,0.0447208571428571
0.0835,0.0451842857142857
0.0840,0.0384645714285714
0.0845,0.0306442142857143
0.0850,0.0366687857142857
0.0855,0.0380590714285714
0.0860,0.0384645714285714
0.0865,0.0159882857142857
0.0870,0.0204487857142857
0.0875,0.00816792857142857
0.0880,0.00579285714285714
0.0885,-0.0198115714285714
0.0890,-0.0150035
0.0895,-0.0232293571428571
0.0900,-0.0371901428571429
0.0905,-0.0463428571428571
0.0910,-0.0414189285714286
0.0915,-0.0301807857142857
0.0920,-0.0359157142857143
0.0925,-0.0360895
0.0930,-0.0370742857142857
0.0935,-0.0453580714285714
0.0940,-0.022708
0.0945,-0.0205646428571429
0.0950,-0.0175523571428571
0.0955,-0.0264154285714286
0.0960,-0.0181316428571429
0.0965,-0.0257782142857143
0.0970,-0.0133235714285714
0.0975,-0.00509771428571429
0.0980,-0.0060825
0.0985,-0.0139607857142857
0.0990,0.0012165
0.0995,-0.00967407142857143
0.1000,-0.00440257142857143
0.1005,-0.0102533571428571
0.1010,-0.00544528571428571
0.1015,-0.0111222857142857
0.1020,0.003244
0.1025,-0.00330192857142857
0.1030,0.00735692857142857
0.1035,0.0196957142857143
0.1040,0.0231135
0.1045,0.0257202857142857
0.1050,0.0264733571428571
0.1055,0.0221287142857143
0.1060,0.0408975714285714
0.1065,0.0495868571428571
0.1070,0.0576389285714286
0.1075,0.0648220714285714
0.1080,0.0618097857142857
0.1085,0.0606512142857143
0.1090,0.0690508571428572
0.1095,0.0581602857142857
0.1100,0.0605932857142857
0.1105,0.0649958571428571
0.1110,0.0554955714285714
0.1115,0.0586237142857143
0.1120,0.060825
0.1125,0.0641848571428571
0.1130,0.0497027142857143
0.1135,0.0597243571428571
0.1140,0.0604195
0.1145,0.0618097857142857
0.1150,0.0755388571428571
0.1155,0.0839385
0.1160,0.0707307857142857
0.1165,0.0660965
0.1170,0.0717735
0.1175,0.0753650714285714
0.1180,0.0626787142857143
0.1185,0.055959
0.1190,0.0450105
0.1195,0.0323241428571429
0.1200,0.0292539285714286
0.1205,0.021086
0.1210,0.0249092857142857
0.1215,0.00451842857142857
0.1220,0.000926857142857143
0.1225,0.00231714285714286
0.1230,-0.00191164285714286
0.1235,-0.00480807142857143
0.1240,-0.0246196428571429
0.1245,-0.0469800714285714
0.1250,-0.0380011428571429
0.1255,-0.0382907857142857
0.1260,-0.0313393571428571
0.1265,-0.0509192142857143
0.1270,-0.0362053571428571
0.1275,-0.0475014285714286
0.1280,-0.0425195714285714
0.1285,-0.0399707142857143
0.1290,-0.0380590714285714
0.1295,-0.0435622857142857
0.1300,-0.0279215714285714
0.1305,-0.0330192857142857
0.1310,-0.0341778571428571
0.1315,-0.0313393571428571
0.1320,-0.0214915
0.1325,-0.0206225714285714
0.1330,-0.0149455714285714
0.1335,0.0012165
0.1340,-0.00585078571428571
0.1345,-0.0104850714285714
0.1350,-0.0253727142857143
0.1355,-0.0214915
0.1360,-0.0231714285714286
0.1365,-0.0184212857142857
0.1370,-0.0111222857142857
0.1375,0.0106009285714286
0.1380,0.0115857142857143
0.1385,0.0222445714285714
0.1390,0.0269367857142857
0.1395,0.0338302857142857
0.1400,0.0487179285714286
0.1405,0.0601877857142857
0.1410,0.0512088571428571
0.1415,0.0638952142857143
0.1420,0.0578706428571429
0.1425,0.0753071428571429
0.1430,0.0634897142857143
0.1435,0.0824323571428571
0.1440,0.0614622142857143
0.1445,0.0753071428571429
0.1450,0.0583340714285714
0.1455,0.0532363571428571
0.1460,0.071368
0.1465,0.0643007142857143
0.1470,0.0678343571428571
0.1475,0.0517881428571429
0.1480,0.0560169285714286
0.1485,0.0512088571428571
0.1490,0.0455897857142857
0.1495,0.0400865714285714
0.1500,0.042983
0.1505,0.0561327857142857
0.1510,0.0541052857142857
0.1515,0.0503399285714286
0.1520,0.0662702857142857
0.1525,0.0622152857142857
0.1530,0.0779718571428571
0.1535,0.0691087857142857
0.1540,0.0668495714285714
0.1545,0.0742065
0.1550,0.0485441428571429
0.1555,0.0404920714285714
0.1560,0.0330772142857143
0.1565,0.0128022142857143
0.1570,-0.00573492857142857
0.1575,-0.0170889285714286
0.1580,-0.0268209285714286
0.1585,-0.0136711428571429
0.1590,-0.037306
0.1595,-0.0256623571428571
0.1600,-0.0264154285714286
0.1605,-0.025141
0.1610,-0.0305862857142857
0.1615,-0.0349888571428571
0.1620,-0.0286167142857143
0.1625,-0.0224183571428571
0.1630,-0.0315131428571429
0.1635,-0.0354522857142857
0.1640,-0.0333089285714286
0.1645,-0.0255465
0.1650,-0.0174944285714286
0.1655,-0.00857342857142857
0.1660,-0.0301228571428571
0.1665,-0.030818
0.1670,-0.02433
0.1675,-0.0114698571428571
0.1680,-0.0142504285714286
0.1685,0.00996371428571429
0.1690,-0.00411292857142857
0.1695,0.000984785714285714
0.1700,0.00214335714285714
0.1705,-0.00214335714285714
0.1710,0.00897892857142857
0.1715,0.00573492857142857
0.1720,0.0130339285714286
0.1725,0.0350467857142857
0.1730,0.0304125
0.1735,0.0393335
0.1740,0.0369005
0.1745,0.0489496428571429
0.1750,0.0367846428571429
0.1755,0.0463428571428571
0.1760,0.051093
0.1765,0.0548004285714286
0.1770,0.0547425
0.1775,0.0566541428571429
0.1780,0.0652275714285714
0.1785,0.0444891428571429
0.1790,0.0415347857142857
0.1795,0.0634897142857143
0.1800,0.0546845714285714
0.1805,0.0543949285714286
0.1810,0.0524253571428571
0.1815,0.0537577142857143
0.1820,0.0550321428571429
0.1825,0.063258
0.1830,0.0667337142857143
0.1835,0.0651696428571429
0.1840,0.0768712142857143
0.1845,0.0725845
0.1850,0.0619835714285714
0.1855,0.0621573571428571
0.1860,0.0483124285714286
0.1865,0.0391017857142857
0.1870,0.0322082857142857
0.1875,0.0253727142857143
0.1880,0.00811
0.1885,0.0169151428571429
0.1890,0.00451842857142857
0.1895,-0.00643007142857143
0.1900,-0.0044605
0.1905,-0.00376535714285714
0.1910,-0.00440257142857143
0.1915,-0.00764657142857143
0.1920,0.00544528571428571
0.1925,-0.00671971428571429
0.1930,-0.00857342857142857
0.1935,-0.0004055
0.1940,-0.00295435714285714
0.1945,0.00335985714285714
0.1950,-0.00811
0.1955,-0.018653
0.1960,-0.0176682142857143
0.1965,-0.0183054285714286
0.1970,-0.0104271428571429
0.1975,-0.00133235714285714
0.1980,-0.0119332857142857
0.1985,-0.0101954285714286
0.1990,-0.0191164285714286
0.1995,-0.0203908571428571
0.2000,-0.0238665714285714
0.2005,-0.0360895
0.2010,-0.01622
0.2015,-0.0240403571428571
0.2020,-0.0191164285714286
0.2025,-0.0207384285714286
0.2030,-0.0325558571428571
0.2035,-0.02433
0.2040,-0.0191164285714286
0.2045,-0.00758864285714286
0.2050,0.0012165
0.2055,0.00631421428571429
0.2060,0.0184212857142857
0.2065,0.0144821428571429
0.2070,0.0156407142857143
0.2075,0.0302387142857143
0.2080,0.0424037142857143
0.2085,0.0603036428571429
0.2090,0.0596664285714286
0.2095,0.0526570714285714
0.2100,0.0449525714285714
0.2105,0.0501082142857143
0.2110,0.0402024285714286
0.2115,0.0521936428571429
0.2120,0.0394493571428571
0.2125,0.0484282857142857
0.2130,0.0571175714285714
0.2135,0.045416
0.2140,0.0611725714285714
0.2145,0.0542211428571429
0.2150,0.053526
0.2155,0.0619256428571429
0.2160,0.0569437857142857
0.2165,0.0495289285714286
0.2170,0.0505716428571429
0.2175,0.0556114285714286
0.2180,0.0619835714285714
0.2185,0.0634317857142857
0.2190,0.0506875
0.2195,0.0620994285714286
0.2200,0.0625049285714286
0.2205,0.0665599285714286
0.2210,0.0552638571428571
0.2215,0.0455897857142857
0.2220,0.0476172857142857
0.2225,0.0347571428571429
0.2230,0.0355681428571429
0.2235,0.0331351428571429
0.2240,0.0360315714285714
0.2245,0.0106009285714286
0.2250,0.0121070714285714
0.2255,-0.00312814285714286
0.2260,0.0107167857142857
0.2265,0.002433
0.2270,-0.00133235714285714
0.2275,-0.000231714285714286
0.2280,-0.00561907142857143
0.2285,-0.00503978571428571
0.2290,0.00845757142857143
0.2295,0.00312814285714286
0.2300,-0.00764657142857143
0.2305,-0.000926857142857143
0.2310,0.00278057142857143
0.2315,-0.0170889285714286
0.2320,0.000463428571428571
0.2325,-0.025952
0.2330,-0.00411292857142857
0.2335,-0.0173785714285714
0.2340,-0.0329034285714286
0.2345,-0.0242720714285714
0.2350,-0.0193481428571429
0.2355,-0.0206805
0.2360,-0.00544528571428571
0.2365,-0.0192322857142857
0.2370,-0.0280374285714286
0.2375,-0.0115277857142857
0.2380,-0.00260678571428571
0.2385,0.00538735714285714
0.2390,0.0101954285714286
0.2395,0.0253727142857143
0.2400,0.0166255
0.2405,0.0362053571428571
0.2410,0.027574
0.2415,0.0218390714285714
0.2420,0.014598
0.2425,0.0264154285714286
0.2430,0.0157565714285714
0.2435,0.0238086428571429
